state_postal_code,county_name,county_fips_code,year,population_estimate,population_density,coc_number,bos_region
AL,Autauga County,1001,2010,54754,92.109643676,,
AL,Autauga County,1001,2011,55208,92.873382914,,
AL,Autauga County,1001,2012,54936,92.415812269,,
AL,Autauga County,1001,2013,54713,92.04067163,,
AL,Autauga County,1001,2014,54876,92.314877568,,
AL,Autauga County,1001,2015,54838,92.250952257,,
AL,Autauga County,1001,2016,55242,92.930579244,,
AL,Autauga County,1001,2017,55443,93.268710493,,
AL,Autauga County,1001,2018,55601,93.534505205,,
AL,Baldwin County,1003,2010,183111,115.17909328,,
AL,Baldwin County,1003,2011,186540,117.33597687,,
AL,Baldwin County,1003,2012,190143,119.60230862,,
AL,Baldwin County,1003,2013,194886,122.58571453,,
AL,Baldwin County,1003,2014,199189,125.29235497,,
AL,Baldwin County,1003,2015,202995,127.68637624,,
AL,Baldwin County,1003,2016,207712,130.65342783,,
AL,Baldwin County,1003,2017,212619,133.73999177,,
AL,Baldwin County,1003,2018,218022,137.13854588,,
AL,Barbour County,1005,2010,27330,30.881284864,,
AL,Barbour County,1005,2011,27350,30.903883682,,
AL,Barbour County,1005,2012,27174,30.705014083,,
AL,Barbour County,1005,2013,26944,30.445127675,,
AL,Barbour County,1005,2014,26758,30.234958668,,
AL,Barbour County,1005,2015,26294,29.710666089,,
AL,Barbour County,1005,2016,25819,29.17394416,,
AL,Barbour County,1005,2017,25158,28.427053224,,
AL,Barbour County,1005,2018,24881,28.114059594,,
AL,Bibb County,1007,2010,22872,36.744448846,,
AL,Bibb County,1007,2011,22747,36.543633171,,
AL,Bibb County,1007,2012,22664,36.410291563,,
AL,Bibb County,1007,2013,22516,36.172525805,,
AL,Bibb County,1007,2014,22541,36.21268894,,
AL,Bibb County,1007,2015,22562,36.246425973,,
AL,Bibb County,1007,2016,22576,36.268917328,,
AL,Bibb County,1007,2017,22555,36.235180295,,
AL,Bibb County,1007,2018,22400,35.986168859,,
AL,Blount County,1009,2010,57373,88.973734236,,
AL,Blount County,1009,2011,57554,89.254428045,,
AL,Blount County,1009,2012,57570,89.279240757,,
AL,Blount County,1009,2013,57611,89.342823333,,
AL,Blount County,1009,2014,57521,89.203251826,,
AL,Blount County,1009,2015,57522,89.20480262,,
AL,Blount County,1009,2016,57517,89.197048648,,
AL,Blount County,1009,2017,57827,89.67779495,,
AL,Blount County,1009,2018,57840,89.697955279,,
AL,Bullock County,1011,2010,10878,17.466122857,,
AL,Bullock County,1011,2011,10677,17.143389754,,
AL,Bullock County,1011,2012,10607,17.030995141,,
AL,Bullock County,1011,2013,10551,16.941079451,,
AL,Bullock County,1011,2014,10665,17.124122106,,
AL,Bullock County,1011,2015,10400,16.698628214,,
AL,Bullock County,1011,2016,10381,16.668121105,,
AL,Bullock County,1011,2017,10176,16.338965452,,
AL,Bullock County,1011,2018,10138,16.277951234,,
AL,Butler County,1013,2010,20942,26.957982352,,
AL,Butler County,1013,2011,20878,26.875597151,,
AL,Butler County,1013,2012,20687,26.629728818,,
AL,Butler County,1013,2013,20374,26.226813697,,
AL,Butler County,1013,2014,20343,26.186908365,,
AL,Butler County,1013,2015,20176,25.971934483,,
AL,Butler County,1013,2016,20029,25.782705975,,
AL,Butler County,1013,2017,19898,25.614073768,,
AL,Butler County,1013,2018,19680,25.333449178,,
AL,Calhoun County,1015,2010,118477,195.54934851,,
AL,Calhoun County,1015,2011,117797,194.42699095,,
AL,Calhoun County,1015,2012,117257,193.535707,,
AL,Calhoun County,1015,2013,116541,192.35393051,,
AL,Calhoun County,1015,2014,115995,191.45274341,,
AL,Calhoun County,1015,2015,115536,190.69515205,,
AL,Calhoun County,1015,2016,115018,189.84017967,,
AL,Calhoun County,1015,2017,114664,189.25589353,,
AL,Calhoun County,1015,2018,114277,188.61714004,,
AL,Chambers County,1017,2010,34122,57.197847249,,
AL,Chambers County,1017,2011,34030,57.043629972,,
AL,Chambers County,1017,2012,34104,57.167674303,,
AL,Chambers County,1017,2013,34143,57.233049019,,
AL,Chambers County,1017,2014,33980,56.959816234,,
AL,Chambers County,1017,2015,34007,57.005075652,,
AL,Chambers County,1017,2016,33771,56.60947481,,
AL,Chambers County,1017,2017,33758,56.587683238,,
AL,Chambers County,1017,2018,33615,56.347975947,,
AL,Cherokee County,1019,2010,25974,46.924702833,,
AL,Cherokee County,1019,2011,25994,46.96083489,,
AL,Cherokee County,1019,2012,25963,46.904830201,,
AL,Cherokee County,1019,2013,26025,47.016839579,,
AL,Cherokee County,1019,2014,25902,46.794627426,,
AL,Cherokee County,1019,2015,25739,46.500151159,,
AL,Cherokee County,1019,2016,25776,46.566995465,,
AL,Cherokee County,1019,2017,25815,46.637452977,,
AL,Cherokee County,1019,2018,26032,47.029485799,,
AL,Chilton County,1021,2010,43653,63.004842881,,
AL,Chilton County,1021,2011,43687,63.053915446,,
AL,Chilton County,1021,2012,43582,62.90236782,,
AL,Chilton County,1021,2013,43634,62.977419977,,
AL,Chilton County,1021,2014,43769,63.172266925,,
AL,Chilton County,1021,2015,43717,63.097214767,,
AL,Chilton County,1021,2016,43896,63.355567386,,
AL,Chilton County,1021,2017,44117,63.674539055,,
AL,Chilton County,1021,2018,44153,63.726498241,,
AL,Choctaw County,1023,2010,13849,15.160911763,,
AL,Choctaw County,1023,2011,13607,14.895987173,,
AL,Choctaw County,1023,2012,13561,14.845629607,,
AL,Choctaw County,1023,2013,13396,14.664999204,,
AL,Choctaw County,1023,2014,13317,14.578515557,,
AL,Choctaw County,1023,2015,13233,14.486558262,,
AL,Choctaw County,1023,2016,13049,14.285127995,,
AL,Choctaw County,1023,2017,12935,14.160328808,,
AL,Choctaw County,1023,2018,12841,14.057424215,,
AL,Clarke County,1025,2010,25765,20.804727463,,
AL,Clarke County,1025,2011,25582,20.656958586,,
AL,Clarke County,1025,2012,25154,20.311357059,,
AL,Clarke County,1025,2013,25122,20.285517692,,
AL,Clarke County,1025,2014,24865,20.07799528,,
AL,Clarke County,1025,2015,24703,19.947183487,,
AL,Clarke County,1025,2016,24349,19.661335494,,
AL,Clarke County,1025,2017,24097,19.457850483,,
AL,Clarke County,1025,2018,23920,19.314926487,,
AL,Clay County,1027,2010,13897,23.009762514,,
AL,Clay County,1027,2011,13686,22.660402229,,
AL,Clay County,1027,2012,13432,22.239845297,,
AL,Clay County,1027,2013,13404,22.19348469,,
AL,Clay County,1027,2014,13440,22.253091185,,
AL,Clay County,1027,2015,13413,22.208386314,,
AL,Clay County,1027,2016,13393,22.175271595,,
AL,Clay County,1027,2017,13367,22.13222246,,
AL,Clay County,1027,2018,13275,21.979894753,,
AL,Cleburne County,1029,2010,15004,26.787858222,,
AL,Cleburne County,1029,2011,14928,26.652169257,,
AL,Cleburne County,1029,2012,14889,26.582539394,,
AL,Cleburne County,1029,2013,14976,26.73786755,,
AL,Cleburne County,1029,2014,15025,26.825351225,,
AL,Cleburne County,1029,2015,14917,26.632530065,,
AL,Cleburne County,1029,2016,14853,26.518265674,,
AL,Cleburne County,1029,2017,14906,26.612890873,,
AL,Cleburne County,1029,2018,14987,26.757506743,,
AL,Coffee County,1031,2010,50205,73.941127649,,
AL,Coffee County,1031,2011,50435,74.279868001,,
AL,Coffee County,1031,2012,51136,75.312289682,,
AL,Coffee County,1031,2013,50677,74.636281762,,
AL,Coffee County,1031,2014,50655,74.603880511,,
AL,Coffee County,1031,2015,50952,75.0412974,,
AL,Coffee County,1031,2016,51145,75.325544739,,
AL,Coffee County,1031,2017,51777,76.256344314,,
AL,Coffee County,1031,2018,51909,76.45075182,,
AL,Colbert County,1033,2010,54525,91.987286476,,
AL,Colbert County,1033,2011,54535,92.004157138,,
AL,Colbert County,1033,2012,54572,92.066578589,,
AL,Colbert County,1033,2013,54533,92.000783006,,
AL,Colbert County,1033,2014,54468,91.8911237,,
AL,Colbert County,1033,2015,54370,91.725791209,,
AL,Colbert County,1033,2016,54367,91.720730011,,
AL,Colbert County,1033,2017,54509,91.960293416,,
AL,Colbert County,1033,2018,54762,92.387121173,,
AL,Conecuh County,1035,2010,13234,15.565748837,,
AL,Conecuh County,1035,2011,13192,15.516348697,,
AL,Conecuh County,1035,2012,13044,15.342272014,,
AL,Conecuh County,1035,2013,12911,15.185838237,,
AL,Conecuh County,1035,2014,12679,14.912961274,,
AL,Conecuh County,1035,2015,12680,14.914137468,,
AL,Conecuh County,1035,2016,12501,14.703598777,,
AL,Conecuh County,1035,2017,12435,14.625969985,,
AL,Conecuh County,1035,2018,12277,14.440131364,,
AL,Coosa County,1037,2010,11782,18.100794177,,
AL,Coosa County,1037,2011,11487,17.647582984,,
AL,Coosa County,1037,2012,11347,17.432499705,,
AL,Coosa County,1037,2013,11256,17.292695575,,
AL,Coosa County,1037,2014,11038,16.957780184,,
AL,Coosa County,1037,2015,10938,16.804149271,,
AL,Coosa County,1037,2016,10826,16.632082648,,
AL,Coosa County,1037,2017,10757,16.526077318,,
AL,Coosa County,1037,2018,10715,16.461552335,,
AL,Covington County,1039,2010,37812,36.690855152,,
AL,Covington County,1039,2011,38019,36.891717498,,
AL,Covington County,1039,2012,37804,36.683092356,,
AL,Covington County,1039,2013,37812,36.690855152,,
AL,Covington County,1039,2014,37756,36.636515581,,
AL,Covington County,1039,2015,37551,36.437593934,,
AL,Covington County,1039,2016,37382,36.273604869,,
AL,Covington County,1039,2017,37078,35.978618622,,
AL,Covington County,1039,2018,36986,35.889346469,,
AL,Crenshaw County,1041,2010,13874,22.78666396,,
AL,Crenshaw County,1041,2011,13899,22.827723972,,
AL,Crenshaw County,1041,2012,13921,22.863856782,,
AL,Crenshaw County,1041,2013,13854,22.753815951,,
AL,Crenshaw County,1041,2014,13859,22.762027953,,
AL,Crenshaw County,1041,2015,13857,22.758743152,,
AL,Crenshaw County,1041,2016,13922,22.865499182,,
AL,Crenshaw County,1041,2017,13861,22.765312754,,
AL,Crenshaw County,1041,2018,13824,22.704543937,,
AL,Cullman County,1043,2010,80454,109.49390405,,
AL,Cullman County,1043,2011,80401,109.42177368,,
AL,Cullman County,1043,2012,80273,109.24757203,,
AL,Cullman County,1043,2013,80688,109.81236645,,
AL,Cullman County,1043,2014,81067,110.32816665,,
AL,Cullman County,1043,2015,81764,111.27674909,,
AL,Cullman County,1043,2016,82456,112.21852677,,
AL,Cullman County,1043,2017,82836,112.73568792,,
AL,Cullman County,1043,2018,83442,113.56042387,,
AL,Dale County,1045,2010,50390,89.805597448,,
AL,Dale County,1045,2011,50112,89.310142872,,
AL,Dale County,1045,2012,50284,89.616683113,,
AL,Dale County,1045,2013,49772,88.704191232,,
AL,Dale County,1045,2014,49417,88.071506431,,
AL,Dale County,1045,2015,49349,87.950316103,,
AL,Dale County,1045,2016,49301,87.86476999,,
AL,Dale County,1045,2017,49254,87.781006086,,
AL,Dale County,1045,2018,48956,87.249907296,,
AL,Dallas County,1047,2010,43860,44.812811312,,
AL,Dallas County,1047,2011,43256,44.195690061,,
AL,Dallas County,1047,2012,42795,43.724675332,,
AL,Dallas County,1047,2013,41983,42.895035506,,
AL,Dallas County,1047,2014,41562,42.464889734,,
AL,Dallas County,1047,2015,40948,41.837551245,,
AL,Dallas County,1047,2016,40092,40.962955566,,
AL,Dallas County,1047,2017,39235,40.087338163,,
AL,Dallas County,1047,2018,38310,39.142243533,,
AL,DeKalb County,1049,2010,71159,91.570084917,,
AL,DeKalb County,1049,2011,71352,91.818444596,,
AL,DeKalb County,1049,2012,70937,91.284406944,,
AL,DeKalb County,1049,2013,70911,91.250949164,,
AL,DeKalb County,1049,2014,70999,91.364190882,,
AL,DeKalb County,1049,2015,71112,91.509603544,,
AL,DeKalb County,1049,2016,71101,91.495448329,,
AL,DeKalb County,1049,2017,71404,91.885360157,,
AL,DeKalb County,1049,2018,71385,91.86091024,,
AL,Elmore County,1051,2010,79577,128.67240086,,
AL,Elmore County,1051,2011,80009,129.37092527,,
AL,Elmore County,1051,2012,80216,129.70563489,,
AL,Elmore County,1051,2013,80569,130.27641988,,
AL,Elmore County,1051,2014,80568,130.27480293,,
AL,Elmore County,1051,2015,80924,130.85043878,,
AL,Elmore County,1051,2016,81263,131.39858641,,
AL,Elmore County,1051,2017,81416,131.64598048,,
AL,Elmore County,1051,2018,81887,132.40756612,,
AL,Escambia County,1053,2010,38344,40.566107003,,
AL,Escambia County,1053,2011,38201,40.414819883,,
AL,Escambia County,1053,2012,38023,40.226504448,,
AL,Escambia County,1053,2013,37763,39.951436959,,
AL,Escambia County,1053,2014,37738,39.924988161,,
AL,Escambia County,1053,2015,37665,39.847757674,,
AL,Escambia County,1053,2016,37488,39.660500191,,
AL,Escambia County,1053,2017,36999,39.14316172,,
AL,Escambia County,1053,2018,36748,38.877615797,,
AL,Etowah County,1055,2010,104455,195.14018138,,
AL,Etowah County,1055,2011,104358,194.95896844,,
AL,Etowah County,1055,2012,104273,194.80017358999999,,
AL,Etowah County,1055,2013,103883,194.07158549,,
AL,Etowah County,1055,2014,103407,193.18233436,,
AL,Etowah County,1055,2015,103003,192.42759181,,
AL,Etowah County,1055,2016,102849,192.13989291,,
AL,Etowah County,1055,2017,102937,192.30429228,,
AL,Etowah County,1055,2018,102501,191.48976814,,
AL,Fayette County,1057,2010,17227,27.445351193,,
AL,Fayette County,1057,2011,17047,27.158582561,,
AL,Fayette County,1057,2012,16941,26.989707701,,
AL,Fayette County,1057,2013,16819,26.795342295,,
AL,Fayette County,1057,2014,16768,26.714091183,,
AL,Fayette County,1057,2015,16693,26.594604253,,
AL,Fayette County,1057,2016,16555,26.374748302,,
AL,Fayette County,1057,2017,16474,26.245702418,,
AL,Fayette County,1057,2018,16433,26.180382896,,
AL,Franklin County,1059,2010,31745,50.077412325,,
AL,Franklin County,1059,2011,31771,50.118427058,,
AL,Franklin County,1059,2012,31689,49.989072898,,
AL,Franklin County,1059,2013,31552,49.772956802,,
AL,Franklin County,1059,2014,31561,49.787154209,,
AL,Franklin County,1059,2015,31541,49.755604414,,
AL,Franklin County,1059,2016,31654,49.933860757,,
AL,Franklin County,1059,2017,31590,49.832901412,,
AL,Franklin County,1059,2018,31363,49.474811238,,
AL,Geneva County,1061,2010,26782,46.61950899,,
AL,Geneva County,1061,2011,26759,46.57947282,,
AL,Geneva County,1061,2012,26927,46.871910932,,
AL,Geneva County,1061,2013,26682,46.445438685,,
AL,Geneva County,1061,2014,26597,46.297478926,,
AL,Geneva County,1061,2015,26636,46.365366345,,
AL,Geneva County,1061,2016,26498,46.125149325,,
AL,Geneva County,1061,2017,26410,45.971967457,,
AL,Geneva County,1061,2018,26314,45.804859964,,
AL,Greene County,1063,2010,8995,13.902131191,,
AL,Greene County,1063,2011,8905,13.763032602,,
AL,Greene County,1063,2012,8850,13.678027909,,
AL,Greene County,1063,2013,8749,13.521928382,,
AL,Greene County,1063,2014,8585,13.268459842,,
AL,Greene County,1063,2015,8509,13.150998811,,
AL,Greene County,1063,2016,8483,13.110814774,,
AL,Greene County,1063,2017,8318,12.855800695,,
AL,Greene County,1063,2018,8233,12.724429805,,
AL,Hale County,1065,2010,15745,24.449419735,,
AL,Hale County,1065,2011,15358,23.848471787,,
AL,Hale County,1065,2012,15360,23.851577461,,
AL,Hale County,1065,2013,15247,23.676106872,,
AL,Hale County,1065,2014,15047,23.365539457,,
AL,Hale County,1065,2015,15018,23.320507182,,
AL,Hale County,1065,2016,14835,23.036337997,,
AL,Hale County,1065,2017,14809,22.995964233,,
AL,Hale County,1065,2018,14726,22.867078756,,
AL,Henry County,1067,2010,17298,30.793039166,,
AL,Henry County,1067,2011,17377,30.933671036,,
AL,Henry County,1067,2012,17156,30.540257829,,
AL,Henry County,1067,2013,17132,30.497534223,,
AL,Henry County,1067,2014,17082,30.40852671,,
AL,Henry County,1067,2015,17106,30.451250316,,
AL,Henry County,1067,2016,17083,30.41030686,,
AL,Henry County,1067,2017,17140,30.511775425,,
AL,Henry County,1067,2018,17209,30.634605793,,
AL,Houston County,1069,2010,101790,175.5395494,,
AL,Houston County,1069,2011,102470,176.7122274,,
AL,Houston County,1069,2012,103365,178.25567859,,
AL,Houston County,1069,2013,103638,178.72647432,,
AL,Houston County,1069,2014,104156,179.61977903,,
AL,Houston County,1069,2015,104268,179.81292599,,
AL,Houston County,1069,2016,104239,179.76291473,,
AL,Houston County,1069,2017,104373,179.99400127,,
AL,Houston County,1069,2018,104722,180.59586101,,
AL,Jackson County,1071,2010,53183,49.335462666,,
AL,Jackson County,1071,2011,53209,49.359581689,,
AL,Jackson County,1071,2012,53077,49.237131262,,
AL,Jackson County,1071,2013,52958,49.126740347,,
AL,Jackson County,1071,2014,52562,48.759389065,,
AL,Jackson County,1071,2015,52218,48.44027583,,
AL,Jackson County,1071,2016,52048,48.282574523,,
AL,Jackson County,1071,2017,51907,48.151775203,,
AL,Jackson County,1071,2018,51736,47.99314624,,
AL,Jefferson County,1073,2010,658158,592.19799466,,
AL,Jefferson County,1073,2011,657973,592.0315352,,
AL,Jefferson County,1073,2012,657967,592.02613651,,
AL,Jefferson County,1073,2013,659196,593.13196723,,
AL,Jefferson County,1073,2014,659918,593.78160904,,
AL,Jefferson County,1073,2015,660370,594.18831,,
AL,Jefferson County,1073,2016,660326,594.14871964,,
AL,Jefferson County,1073,2017,659546,593.44689054,,
AL,Jefferson County,1073,2018,659300,593.22554444,,
AL,Lamar County,1075,2010,14494,23.963112946,,
AL,Lamar County,1075,2011,14287,23.620877236,,
AL,Lamar County,1075,2012,14245,23.551438107,,
AL,Lamar County,1075,2013,14210,23.493572166,,
AL,Lamar County,1075,2014,14067,23.257148463,,
AL,Lamar County,1075,2015,13925,23.022378072,,
AL,Lamar County,1075,2016,13927,23.025684697,,
AL,Lamar County,1075,2017,13902,22.984351882,,
AL,Lamar County,1075,2018,13844,22.888459751,,
AL,Lauderdale County,1077,2010,92736,138.82361121,,
AL,Lauderdale County,1077,2011,92606,138.62900427,,
AL,Lauderdale County,1077,2012,92664,138.71582891,,
AL,Lauderdale County,1077,2013,92706,138.77870192,,
AL,Lauderdale County,1077,2014,93013,139.2382737,,
AL,Lauderdale County,1077,2015,92477,138.4358943,,
AL,Lauderdale County,1077,2016,92457,138.40595477,,
AL,Lauderdale County,1077,2017,92591,138.60654962,,
AL,Lauderdale County,1077,2018,92387,138.30116642,,
AL,Lawrence County,1079,2010,34344,49.724593703,,
AL,Lawrence County,1079,2011,34049,49.297481103,,
AL,Lawrence County,1079,2012,33807,48.947103987,,
AL,Lawrence County,1079,2013,33577,48.614100942,,
AL,Lawrence County,1079,2014,33448,48.42732967,,
AL,Lawrence County,1079,2015,33138,47.97849948,,
AL,Lawrence County,1079,2016,33233,48.116044215,,
AL,Lawrence County,1079,2017,33077,47.890181281,,
AL,Lawrence County,1079,2018,32957,47.716440562,,
AL,Lee County,1081,2010,140806,231.76009228,,
AL,Lee County,1081,2011,144130,237.23124086,,
AL,Lee County,1081,2012,148581,244.55737874,,
AL,Lee County,1081,2013,151831,249.90672678,,
AL,Lee County,1081,2014,154545,254.37384388,,
AL,Lee County,1081,2015,157009,258.42947267,,
AL,Lee County,1081,2016,159297,262.19541369,,
AL,Lee County,1081,2017,161641,266.05352809,,
AL,Lee County,1081,2018,163941,269.83922055,,
AL,Limestone County,1083,2010,83173,148.53503191,,
AL,Limestone County,1083,2011,85542,152.76572565,,
AL,Limestone County,1083,2012,87313,155.92847728,,
AL,Limestone County,1083,2013,88910,158.78048991,,
AL,Limestone County,1083,2014,90596,161.79144375,,
AL,Limestone County,1083,2015,91571,163.53265371,,
AL,Limestone County,1083,2016,92841,165.8006913,,
AL,Limestone County,1083,2017,94076,168.00622392,,
AL,Limestone County,1083,2018,96174,171.75295058,,
AL,Lowndes County,1085,2010,11289,15.768715782,,
AL,Lowndes County,1085,2011,11139,15.559192585,,
AL,Lowndes County,1085,2012,10853,15.15970169,,
AL,Lowndes County,1085,2013,10665,14.897099284,,
AL,Lowndes County,1085,2014,10498,14.663830125,,
AL,Lowndes County,1085,2015,10353,14.461291035,,
AL,Lowndes County,1085,2016,10253,14.321608903,,
AL,Lowndes County,1085,2017,10104,14.113482528,,
AL,Lowndes County,1085,2018,9974,13.931895758,,
AL,Macon County,1087,2010,21505,35.321996388,,
AL,Macon County,1087,2011,21281,34.954076035,,
AL,Macon County,1087,2012,20611,33.853599979,,
AL,Macon County,1087,2013,20026,32.892736557,,
AL,Macon County,1087,2014,19648,32.271870962,,
AL,Macon County,1087,2015,19306,31.710135423,,
AL,Macon County,1087,2016,19064,31.312650041,,
AL,Macon County,1087,2017,18811,30.897097143,,
AL,Macon County,1087,2018,18439,30.286086556,,
AL,Madison County,1089,2010,336093,419.28641197,,
AL,Madison County,1089,2011,339527,423.57043318,,
AL,Madison County,1089,2012,342713,427.54506671,,
AL,Madison County,1089,2013,346633,432.43538795,,
AL,Madison County,1089,2014,349807,436.39505111,,
AL,Madison County,1089,2015,352989,440.36469452,,
AL,Madison County,1089,2016,356821,445.14523303,,
AL,Madison County,1089,2017,361665,451.18827285,,
AL,Madison County,1089,2018,366519,457.24378797,,
AL,Marengo County,1091,2010,20946,21.441455234,,
AL,Marengo County,1091,2011,20651,21.139477324,,
AL,Marengo County,1091,2012,20367,20.848759608,,
AL,Marengo County,1091,2013,20114,20.589775163,,
AL,Marengo County,1091,2014,19980,20.452605537,,
AL,Marengo County,1091,2015,19760,20.227401672,,
AL,Marengo County,1091,2016,19516,19.977630113,,
AL,Marengo County,1091,2017,19366,19.824082023,,
AL,Marengo County,1091,2018,19066,19.516985844,,
AL,Marion County,1093,2010,30817,41.513217562,,
AL,Marion County,1093,2011,30651,41.289600918,,
AL,Marion County,1093,2012,30487,41.06867845,,
AL,Marion County,1093,2013,30228,40.719782602,,
AL,Marion County,1093,2014,30202,40.684758309,,
AL,Marion County,1093,2015,30123,40.578338339,,
AL,Marion County,1093,2016,29964,40.364151313,,
AL,Marion County,1093,2017,29771,40.104163287,,
AL,Marion County,1093,2018,29763,40.093386582,,
AL,Marshall County,1095,2010,93124,164.57509324,,
AL,Marshall County,1095,2011,93892,165.9323553,,
AL,Marshall County,1095,2012,94268,166.59684818,,
AL,Marshall County,1095,2013,94370,166.77710955,,
AL,Marshall County,1095,2014,94277,166.6127536,,
AL,Marshall County,1095,2015,94606,167.19418487,,
AL,Marshall County,1095,2016,95123,168.10786258,,
AL,Marshall County,1095,2017,95609,168.96675497,,
AL,Marshall County,1095,2018,96109,169.85038912,,
AL,Mobile County,1097,2010,413319,336.20396386,,
AL,Mobile County,1097,2011,413242,336.14133015,,
AL,Mobile County,1097,2012,413922,336.69445907,,
AL,Mobile County,1097,2013,414210,336.92872544,,
AL,Mobile County,1097,2014,414590,337.2378269,,
AL,Mobile County,1097,2015,414935,337.51845849,,
AL,Mobile County,1097,2016,415499,337.97723013,,
AL,Mobile County,1097,2017,414515,337.17682004,,
AL,Mobile County,1097,2018,413757,336.56024397,,
AL,Monroe County,1099,2010,23007,22.431219445,,
AL,Monroe County,1099,2011,22796,22.225499999,,
AL,Monroe County,1099,2012,22582,22.016855632,,
AL,Monroe County,1099,2013,22171,21.616141449,,
AL,Monroe County,1099,2014,21927,21.378247872,,
AL,Monroe County,1099,2015,21717,21.173503399,,
AL,Monroe County,1099,2016,21545,21.005807926,,
AL,Monroe County,1099,2017,21302,20.768889322,,
AL,Monroe County,1099,2018,21067,20.539770507,,
AL,Montgomery County,1101,2010,229510,292.25760361,,
AL,Montgomery County,1101,2011,229168,291.82210146,,
AL,Montgomery County,1101,2012,228861,291.43116823,,
AL,Montgomery County,1101,2013,228173,290.55507032,,
AL,Montgomery County,1101,2014,227546,289.7566497,,
AL,Montgomery County,1101,2015,227244,289.37208346,,
AL,Montgomery County,1101,2016,227072,289.15305899,,
AL,Montgomery County,1101,2017,227079,289.16197277,,
AL,Montgomery County,1101,2018,225763,287.48618084,,
AL,Morgan County,1103,2010,119604,206.43093439,,
AL,Morgan County,1103,2011,120013,207.13684934,,
AL,Morgan County,1103,2012,120092,207.27319966,,
AL,Morgan County,1103,2013,119574,206.37915578,,
AL,Morgan County,1103,2014,119458,206.17894519,,
AL,Morgan County,1103,2015,119281,205.87345143,,
AL,Morgan County,1103,2016,118970,205.33667991,,
AL,Morgan County,1103,2017,118811,205.06225331,,
AL,Morgan County,1103,2018,119089,205.54206837,,
AL,Perry County,1105,2010,10567,14.683402585,,
AL,Perry County,1105,2011,10455,14.527772691,,
AL,Perry County,1105,2012,10171,14.133139745,,
AL,Perry County,1105,2013,10005,13.90247401,,
AL,Perry County,1105,2014,9804,13.623173932,,
AL,Perry County,1105,2015,9638,13.392508196,,
AL,Perry County,1105,2016,9528,13.239657408,,
AL,Perry County,1105,2017,9319,12.949240909,,
AL,Perry County,1105,2018,9140,12.700510989,,
AL,Pickens County,1107,2010,19749,22.405629286,,
AL,Pickens County,1107,2011,19354,21.95749401,,
AL,Pickens County,1107,2012,19312,21.909844183,,
AL,Pickens County,1107,2013,19305,21.901902546,,
AL,Pickens County,1107,2014,20283,23.011462799,,
AL,Pickens County,1107,2015,20776,23.570781004,,
AL,Pickens County,1107,2016,20309,23.040960311,,
AL,Pickens County,1107,2017,20182,22.896876311,,
AL,Pickens County,1107,2018,19938,22.620053507,,
AL,Pike County,1109,2010,32963,49.047135368,,
AL,Pike County,1109,2011,33017,49.127484405,,
AL,Pike County,1109,2012,33210,49.414657816,,
AL,Pike County,1109,2013,33713,50.163094217,,
AL,Pike County,1109,2014,33197,49.395314529,,
AL,Pike County,1109,2015,33522,49.878896697,,
AL,Pike County,1109,2016,33521,49.877408752,,
AL,Pike County,1109,2017,33435,49.74944547,,
AL,Pike County,1109,2018,33338,49.605114793,,
AL,Randolph County,1111,2010,22937,39.509128211,,
AL,Randolph County,1111,2011,22743,39.174961979,,
AL,Randolph County,1111,2012,22534,38.814958151,,
AL,Randolph County,1111,2013,22548,38.83907324,,
AL,Randolph County,1111,2014,22355,38.506629514,,
AL,Randolph County,1111,2015,22598,38.925198557,,
AL,Randolph County,1111,2016,22508,38.770172986,,
AL,Randolph County,1111,2017,22683,39.071611597,,
AL,Randolph County,1111,2018,22725,39.143956864,,
AL,Russell County,1113,2010,53307,83.142449492,,
AL,Russell County,1113,2011,54831,85.519418614,,
AL,Russell County,1113,2012,57482,89.654159523,,
AL,Russell County,1113,2013,59133,92.229209406,,
AL,Russell County,1113,2014,59211,92.350865306,,
AL,Russell County,1113,2015,58837,91.767540862,,
AL,Russell County,1113,2016,58208,90.786495207,,
AL,Russell County,1113,2017,57028,88.946059797,,
AL,Russell County,1113,2018,57781,90.120507139,,
AL,St. Clair County,1115,2010,83566,132.30773369,,
AL,St. Clair County,1115,2011,83963,132.9362928,,
AL,St. Clair County,1115,2012,84748,134.17916156,,
AL,St. Clair County,1115,2013,85805,135.85268039,,
AL,St. Clair County,1115,2014,85995,136.15350213,,
AL,St. Clair County,1115,2015,86546,137.02588517,,
AL,St. Clair County,1115,2016,87323,138.25608775,,
AL,St. Clair County,1115,2017,87976,139.28996457,,
AL,St. Clair County,1115,2018,88690,140.420421,,
AL,Shelby County,1117,2010,196095,249.68315307,,
AL,Shelby County,1117,2011,197992,252.09855857,,
AL,Shelby County,1117,2012,200964,255.8827363,,
AL,Shelby County,1117,2013,204108,259.88591758,,
AL,Shelby County,1117,2014,206356,262.74824312,,
AL,Shelby County,1117,2015,209084,266.22174139,,
AL,Shelby County,1117,2016,211430,269.20884803,,
AL,Shelby County,1117,2017,213729,272.13611068,,
AL,Shelby County,1117,2018,215707,274.65465157,,
AL,Sumter County,1119,2010,13730,15.190974293,,
AL,Sumter County,1119,2011,13491,14.926542912,,
AL,Sumter County,1119,2012,13441,14.87122254,,
AL,Sumter County,1119,2013,13396,14.821434204,,
AL,Sumter County,1119,2014,13275,14.687558903,,
